t_s,controller,phase,x,y,z,roll,pitch,yaw,wx,wy,wz,des_yaw,yaw_err,u_yaw_Nm,depth_err,u_depth_Nm,pitch_err,u_pitch_Nm,roll_err,u_roll_Nm,hipR_ref,kneeR_ref,ankleR_ref,hipL_ref,kneeL_ref,ankleL_ref,tau_hipR,tau_kneeR,tau_ankleR,tau_hipL,tau_kneeL,tau_ankleL,wp_idx,wp_x,wp_y,dist_to_wp
0.284,pid_ff,soft_start,0.005769599675676909,-1.5310150811413724e-08,1.3267457477100846,6.206380161199732e-17,-0.20449727305062876,3.14159,-5.0867480184373656e-15,-0.903499955474721,-8.62680266770551e-16,-2.3550392346396523,0.7865560725399341,0.0,0.5267457477100845,0.0,-0.02949727305062877,0.0,-6.206380161199732e-17,0.0,0.008821998475923016,-0.02624987926792496,-0.0261689156450121,0.008821998475922962,-0.026249879267924884,-0.0261689156450121,0.10553285698374071,-0.055629950031047086,-0.015561448225326758,0.1055328569837519,-0.055629950031048814,-0.015561448225329007,0,2.5,2.5,3.5314565502711184
0.288,pid_ff,soft_start,0.0059129160382654445,-1.5690453649966668e-08,1.3291825041999448,3.94107358941242e-17,-0.2081354883942691,3.14159,-7.198820158394329e-15,-0.9082581027572073,-9.358614575455491e-16,-2.3550105042410046,0.7865848029385818,0.0,0.5291825041999447,0.0,-0.03313548839426911,0.0,-3.94107358941242e-17,0.0,0.009154311920257471,-0.027247252996039164,-0.027166451735988716,0.009154311920257419,-0.027247252996039088,-0.027166451735988716,0.10821445020865943,-0.05698020110444895,-0.01604182597467787,0.10821445020868592,-0.05698020110446177,-0.016041825974676474,0,2.5,2.5,3.53135532916712
0.292,pid_ff,soft_start,0.00605901136673514,-1.6078130723994574e-08,1.3316225100586307,3.59095426063182e-17,-0.2117901085319206,3.14159,-9.748227446071504e-15,-0.9123534678663703,-1.5533763899138286e-15,-2.3549812150523075,0.7866140921272784,0.0,0.5316225100586307,0.0,-0.03679010853192061,0.0,-3.59095426063182e-17,0.0,0.009493737905594705,-0.028265973623164676,-0.028185338201046746,0.009493737905594653,-0.0282659736231646,-0.028185338201046746,0.11087758676194845,-0.05833846287660888,-0.016540543260604255,0.11087758676195184,-0.05833846287660546,-0.01654054326060313,0,2.5,2.5,3.531252148342811
0.296,pid_ff,soft_start,0.006207866542465148,-1.6473131300379112e-08,1.334064468102478,-3.689321947697613e-18,-0.21545834090657254,3.14159,-6.0628942403513675e-15,-0.9157516868235297,-2.1230808301542677e-16,-2.354951370809031,0.786643936370556,0.0,0.534064468102478,0.0,-0.04045834090657255,0.0,3.689321947697613e-18,0.0,0.009840289189506439,-0.02930607943865476,-0.029225613335772595,0.009840289189506387,-0.029306079438654684,-0.029225613335772595,0.113516969261435,-0.0597025462918868,-0.01705818977204887,0.11351696926143645,-0.05970254629189531,-0.017058189772047684,0,2.5,2.5,3.5311470214733824
0.300,pid_ff,soft_start,0.006359454799530949,-1.6875384353937694e-08,1.3365069383753183,-3.4558536415129646e-17,-0.2191372917269105,3.14159,-4.923935711205728e-15,-0.9184274869975131,4.712542759480281e-17,-2.354920976779064,0.7866743304005226,0.0,0.5365069383753183,0.0,-0.0441372917269105,0.0,3.4558536415129646e-17,0.0,0.010193976590311859,-0.030367602911575985,-0.03028730961451848,0.010193976590311807,-0.03036760291157591,-0.03028730961451848,0.11612617774015832,-0.06106889503628876,-0.01759465090319387,0.11612617774012392,-0.06106889503628249,-0.0175946509031897,0,2.5,2.5,3.5310399676362505
0.304,pid_ff,soft_start,0.006513741564092413,-1.7284798140060184e-08,1.3389483535608013,-7.237944823297185e-17,-0.22282397002063306,3.14159,-8.7034144942059e-15,-0.9203566076539788,2.969531107169599e-15,-2.3548900397954395,0.7867052673841464,0.0,0.5389483535608013,0.0,-0.04782397002063307,0.0,7.237944823297185e-17,0.0,0.010554809004014341,-0.031450570741540416,-0.031370453741242914,0.010554809004014289,-0.03145057074154034,-0.031370453741242914,0.11869874185654694,-0.06243565841562499,-0.01815095121594601,0.11869874185655165,-0.06243565841560815,-0.018150951215945968,0,2.5,2.5,3.5309310114235726
0.308,pid_ff,soft_start,0.0066706841628386086,-1.7701259420430462e-08,1.3413870329140778,-8.80780086230131e-17,-0.2265152901801251,3.14159,-4.359970989279e-15,-0.921515423582109,2.8499722655375803e-15,-2.354858568315348,0.7867367388642386,0.0,0.5413870329140777,0.0,-0.0515152901801251,0.0,8.80780086230131e-17,0.0,0.010922793421238156,-0.03255500390953787,-0.032475066700351204,0.010922793421238104,-0.03255500390953779,-0.032475066700351204,0.1212273595306016,-0.06380039942103871,-0.018727879537822737,0.12122735953058833,-0.06380039942102422,-0.018727879537826023,0,2.5,2.5,3.5308201831471546
0.312,pid_ff,soft_start,0.006830231203051353,-1.8124631817906045e-08,1.3438211948324568,-1.1073309220411657e-16,-0.2302080648771942,3.14159,1.0386525717705885e-16,-0.9218785407865517,1.4811768569568004e-15,-2.3548265725450577,0.7867687346345287,0.0,0.5438211948324567,0.0,-0.05520806487719421,0.0,1.1073309220411657e-16,0.0,0.011297934944165143,-0.03368091772876801,-0.03360116380753587,0.01129793494416509,-0.03368091772876793,-0.03360116380753587,0.12370448080576613,-0.0651615248407438,-0.01932680837298891,0.12370448080574857,-0.06516152484074708,-0.019326808372984575,0,2.5,2.5,3.530707519275165
0.316,pid_ff,soft_start,0.0069923219353510944,-1.85547541317045e-08,1.3462489682265733,-1.1316466887389398e-16,-0.23389899959229205,3.14159,-2.5426534692398522e-15,-0.921419199536147,2.1977088051328664e-15,-2.3547940645683805,0.7868012426112063,0.0,0.5462489682265732,0.0,-0.058898999592292056,0.0,1.1316466887389398e-16,0.0,0.01168023680347145,-0.034828321895472636,-0.03474875476061716,0.011680236803471397,-0.03482832189547256,-0.03474875476061716,0.12612201487903138,-0.0665172037794036,-0.019949014919724756,0.12612201487901542,-0.06651720377940706,-0.019949014919724395,0,2.5,2.5,3.5305930628809463
0.320,pid_ff,soft_start,0.007156885472882939,-1.899143825373855e-08,1.3486684027741085,-1.16159800179902e-17,-0.2375846835154239,3.14159,1.8784540314732103e-14,-0.9201083685772319,1.6179848380865069e-15,-2.3547610585040055,0.7868342486755804,0.0,0.5486684027741084,0.0,-0.0625846835154239,0.0,1.16159800179902e-17,0.0,0.012069700375264213,-0.035997220539767866,-0.035917843690383526,0.012069700375264161,-0.03599722053976779,-0.035917843690383526,0.12847167739653437,-0.06786606069204669,-0.020596050374291103,0.12847167739653695,-0.06786606069205015,-0.02059605037429031,0,2.5,2.5,3.530476864193058
0.324,pid_ff,soft_start,0.00732383999914038,-1.9434467082804495e-08,1.3510774781618133,-9.843757220267301e-17,-0.24126158158738864,3.1415900000000003,-1.2166756560040018e-14,-0.9179150298130611,1.2700458396304894e-15,-2.3547275706652018,0.7868677365143846,0.0,0.5510774781618133,0.0,-0.06626158158738865,0.0,9.843757220267301e-17,0.0,0.012466325198018277,-0.03718761227647631,-0.0371084292114321,0.012466325198018225,-0.03718761227647623,-0.0371084292114321,0.1307449046203825,-0.06920665327510613,-0.021269390298590894,0.13074490462038468,-0.06920665327510828,-0.021269390298587383,0,2.5,2.5,3.530358981153187
0.328,pid_ff,soft_start,0.007493091898949395,-1.9883592195777147e-08,1.353474112391298,3.2722870861734475e-18,-0.24492602484204168,3.14159,1.2870549910238326e-14,-0.9148057541655428,4.0004889691351117e-16,-2.354693619735024,0.786901687444562,0.0,0.5534741123912978,0.0,-0.06992602484204169,0.0,-3.2722870861734475e-18,0.0,0.012870108989512864,-0.038399490255959214,-0.03832050447300906,0.012870108989512814,-0.03839949025595914,-0.03832050447300906,0.1329330720089953,-0.07053781528954925,-0.021970598730186586,0.13293307200899734,-0.07053781528953808,-0.02197059873018321,0,2.5,2.5,3.5302394800281496
0.332,pid_ff,soft_start,0.007664534875182728,-2.0338531529076185e-08,1.3558561692343178,-6.15247807438685e-17,-0.24857420125300647,3.14159,-3.932993958330226e-15,-0.9107448275099217,8.567347801087378e-16,-2.35465922694448,0.7869360802351064,0.0,0.5558561692343178,0.0,-0.07357420125300648,0.0,6.15247807438685e-17,0.0,0.013281047663768333,-0.03963284221494882,-0.03955405720985032,0.013281047663768282,-0.03963284221494874,-0.03955405720985032,0.1350274925796368,-0.07185839886462526,-0.022701140443411483,0.13502749257963836,-0.07185839886462825,-0.02270114044340882,0,2.5,2.5,3.5301184360317994
0.336,pid_ff,soft_start,0.007838049020769122,-2.0798966893288337e-08,1.3582214649108242,5.073556465725304e-18,-0.25220214562329607,3.14159,1.5980747298451175e-14,-0.9056940117453529,-5.46116612408807e-16,-2.3546244162597643,0.7869708909198216,0.0,0.5582214649108241,0.0,-0.07720214562329608,0.0,-5.073556465725304e-18,0.0,0.013699135347982835,-0.040887650527380415,-0.04080906979302181,0.013699135347982783,-0.04088765052738034,-0.04080906979302181,0.13701956107301347,-0.07316744463414307,-0.023462449450490364,0.1370195610730146,-0.07316744463414526,-0.023462449450487265,0,2.5,2.5,3.5299959339783156
0.340,pid_ff,soft_start,0.008013499879011806,-2.1264541501128188e-08,1.3605677740668654,4.550748025459193e-18,-0.2558057295934949,3.14159,-1.122222497258888e-14,-0.8996125743949006,-3.361378313244355e-16,-2.3545892145719383,0.7870060926076476,0.0,0.5605677740668653,0.0,-0.08080572959349491,0.0,-4.550748025459193e-18,0.0,0.014124364399469016,-0.04216389225522455,-0.04208551928075997,0.014124364399468965,-0.042163892255224475,-0.04208551928075997,0.1389007843267366,-0.07446405198840811,-0.024255823839730448,0.13890078432673789,-0.07446405198841027,-0.024255823839727818,0,2.5,2.5,3.52987206894357
0.344,pid_ff,soft_start,0.008190737481076241,-2.173485739351907e-08,1.3628928351240486,-2.0818240645587265e-17,-0.25938065105159686,3.14159,-3.3845967176668633e-16,-0.8924571392359002,-1.7365832410204343e-17,-2.354553651891296,0.7870416552882897,0.0,0.5628928351240485,0.0,-0.08438065105159687,0.0,2.0818240645587265e-17,0.0,0.014556725422590781,-0.04346153919931935,-0.0433833774693124,0.01455672542259073,-0.04346153919931928,-0.0433833774693124,0.1406628813395086,-0.07574746203873484,-0.025082449642741405,0.14066288133950933,-0.07574746203873568,-0.025082449642735646,0,2.5,2.5,3.529746946942428
0.348,pid_ff,soft_start,0.008369595381251316,-2.2209472891439095e-08,1.3651943550733958,-7.784512119717698e-18,-0.26292242351024947,3.1415900000000003,9.791949809077818e-15,-0.8841816781651045,-3.0302446751344133e-16,-2.3545177615422754,0.7870775456373105,0.0,0.5651943550733958,0.0,-0.08792242351024948,0.0,7.784512119717698e-18,0.0,0.014996207285699911,-0.04478055795020256,-0.04470261094377809,0.01499620728569986,-0.044780557950202485,-0.04470261094377809,0.14229782424401433,-0.07701699079946142,-0.025943339422089887,0.14229782424401521,-0.07701699079946263,-0.025943339422091552,0,2.5,2.5,3.529620685607443
0.352,pid_ff,soft_start,0.008549889690121944,-2.2687900028538405e-08,1.3674700137840434,4.5318481987936814e-17,-0.26642636514875306,3.14159,3.7678908774495295e-15,-0.8747374275102554,-4.052647841578152e-16,-2.354481580358885,0.7871137268207011,0.0,0.5674700137840434,0.0,-0.09142636514875307,0.0,-4.5318481987936814e-17,0.0,0.015442797138072823,-0.04612090993894381,-0.04604318112894802,0.015442797138072773,-0.04612090993894374,-0.04604318112894802,0.14379791210412324,-0.07827206744835835,-0.026839336033944255,0.1437979121041067,-0.0782720674483594,-0.02683933603394522,0,2.5,2.5,3.529493414868854
0.356,pid_ff,soft_start,0.008731418122061135,-2.3169602021828463e-08,1.3697174678974355,6.113228229505076e-17,-0.2698875878723927,3.14159,6.269556776337389e-15,-0.8640728923606428,-1.370506565812997e-17,-2.3544451488773546,0.7871501583022322,0.0,0.5697174678974355,0.0,-0.09488758787239271,0.0,-6.113228229505076e-17,0.0,0.015896480426847267,-0.04748255148797687,-0.047405044340145676,0.015896480426847215,-0.047482551487976796,-0.047405044340145676,0.14515581417934392,-0.07951219848430058,-0.02777107551905044,0.1451558141793458,-0.07951219848430287,-0.02777107551904793,0,2.5,2.5,3.529365277624311
0.360,pid_ff,soft_start,0.008913959064754822,-2.3653990803908218e-08,1.3719343543766775,1.0142653323613236e-16,-0.2733009863403479,3.14159,4.636467649504134e-15,-0.8521338387250987,-4.497728926266862e-16,-2.3544085115244386,0.7871867956551473,0.0,0.5719343543766775,0.0,-0.0983009863403479,0.0,-1.0142653323613236e-16,0.0,0.01635724091395901,-0.048865433861931755,-0.048788151834067414,0.01635724091395896,-0.04886543386193168,-0.048788151834067414,0.14636462817057339,-0.0807369827763304,-0.028738983004743084,0.14636462817057513,-0.08073698277633236,-0.02873898300474095,0,2.5,2.5,3.5292364303928956
0.364,pid_ff,soft_start,0.009097270687341247,-2.414042465483343e-08,1.3741182937807956,8.851425677848058e-17,-0.27666122725866293,3.14159,-1.4684723807336335e-16,-0.8388633597067651,-3.562732741823273e-17,-2.354371716798051,0.7872235903815348,0.0,0.5741182937807956,0.0,-0.10166122725866295,0.0,-8.851425677848058e-17,0.0,0.016825060693078545,-0.050269503318466933,-0.05019244985962297,0.016825060693078493,-0.05026950331846686,-0.05019244985962297,0.14741792291063802,-0.08194609066685035,-0.029743250178029902,0.1474179229106395,-0.0819460906668387,-0.02974325017803106,0,2.5,2.5,3.529107043941764
0.368,pid_ff,soft_start,0.0092810901010225,-2.4628205977013263e-08,1.3762668933334532,9.141887807837365e-18,-0.27996273907374786,3.14159,-1.7528172389619266e-14,-0.8242019754961831,9.312625606067551e-16,-2.3543348174374237,0.7872604897421631,0.0,0.5762668933334532,0.0,-0.10496273907374787,0.0,-9.141887807837365e-18,0.0,0.017299920206547824,-0.05169470115910165,-0.05161787970877605,0.017299920206547772,-0.051694701159101575,-0.05161787970877605,0.14830978754264063,-0.08313926695282937,-0.03078382982126237,0.14830978754264185,-0.08313926695283215,-0.03078382982126377,0,2.5,2.5,3.5289773038756405
0.372,pid_ff,soft_start,0.00946513259150734,-2.511657925067754e-08,1.3783777498559837,2.7006078486030594e-17,-0.28319970239955783,3.14159,4.800450817823423e-15,-0.8080878165327202,-5.89170152701128e-17,-2.3542978705788817,0.7872974366007046,0.0,0.5783777498559837,0.0,-0.10819970239955784,0.0,-2.7006078486030594e-17,0.0,0.017781798262316916,-0.053140963780047956,-0.0530643777673846,0.017781798262316864,-0.05314096378004788,-0.0530643777673846,0.14903487302306082,-0.08431631709582191,-0.031860423338067274,0.14903487302306184,-0.08431631709582467,-0.031860423338067705,0,2.5,2.5,3.5288474111755432
0.376,pid_ff,soft_start,0.009649090943008146,-2.5604729254694873e-08,1.3804484526349179,4.827401624667049e-17,-0.28636604147651584,3.14159,3.2593691744163992e-15,-0.7904568810753969,1.4388910488803975e-17,-2.3542609378932657,0.7873343692863202,0.0,0.5804484526349178,0.0,-0.11136604147651585,0.0,-4.827401624667049e-17,0.0,0.01827067205088072,-0.05460822272304294,-0.05453187556604139,0.01827067205088067,-0.05460822272304287,-0.05453187556604139,0.14958843658623822,-0.08547710441375705,-0.03297247785955551,0.14958843658623905,-0.08547710441375865,-0.03297247785955278,0,2.5,2.5,3.528717582672866
0.380,pid_ff,soft_start,0.009832634877616467,-2.6091779566369935e-08,1.382476586294755,5.620031209776786e-17,-0.2894554170927511,3.14159,-3.673944370869318e-15,-0.7712434002639257,-3.6182904782022584e-16,-2.3542240857001784,0.7873712214794075,0.0,0.582476586294755,0.0,-0.11445541709275109,0.0,-5.620031209776786e-17,0.0,0.018766517162215703,-0.05609640472618105,-0.0560202998309145,0.018766517162215654,-0.05609640472618097,-0.0560202998309145,0.14996638486878275,-0.08662154033708155,-0.03411918235853322,0.14996638486878383,-0.08662154033708365,-0.03411918235853699,0,2.5,2.5,3.5285880514420285
0.384,pid_ff,soft_start,0.010015410635853738,-2.657679144811919e-08,1.38445973374732,1.7106205532493685e-16,-0.2924612214295813,3.14159,4.0363235621561805e-14,-0.7503803184947189,-1.8482179806564714e-15,-2.354187385053848,0.7874079221257384,0.0,0.5844597337473199,0.0,-0.11746122142958132,0.0,-1.7106205532493685e-16,0.0,0.019269307602716574,-0.057605431774746176,-0.05752957253458779,0.019269307602716522,-0.0576054317747461,-0.05752957253458779,0.15016534271357732,-0.08774958029256327,-0.03529947042137254,0.1501653427135775,-0.087749580292566,-0.035299470421368856,0,2.5,2.5,3.5284590670935794
0.388,pid_ff,soft_start,0.010197040728075537,-2.7058763211747104e-08,1.3863954792895579,-4.22971927798692e-18,-0.2953765753990653,3.14159,-4.151830582775401e-14,-0.7277999155519091,1.039149900684409e-15,-2.354150911794615,0.7874443953849717,0.0,0.5863954792895578,0.0,-0.12037657539906532,0.0,4.22971927798692e-18,0.0,0.019779015812132993,-0.0591352211520439,-0.05905961094690137,0.01977901581213294,-0.059135221152043824,-0.05905961094690137,0.15018164690603192,-0.08886121738069322,-0.03651202567177018,0.15018164690602595,-0.08886121738068062,-0.03651202567177065,0,2.5,2.5,3.528330895946843
0.392,pid_ff,soft_start,0.01037712387173199,-2.75366300037488e-08,1.3882814119268312,3.8478451179878444e-17,-0.29819432909538396,3.14159,-9.720045507529892e-16,-0.7034345839532962,9.586885831414436e-16,-2.354114746562984,0.7874805606166024,0.0,0.5882814119268311,0.0,-0.12319432909538397,0.0,-3.8478451179878444e-17,0.0,0.02029561268050625,-0.06068568549023359,-0.060610327685791936,0.0202956126805062,-0.06068568549023352,-0.060610327685791936,0.15001583433670643,-0.08995652475292745,-0.03775529294164021,0.15001583433670343,-0.08995652475291781,-0.03775529294164045,0,2.5,2.5,3.5282038210716142
0.396,pid_ff,soft_start,0.010542556798513403,-2.7975621130548655e-08,1.390094535849529,-2.2057449802255785e-17,-0.300569938003723,3.14159,-7.811868255607514e-15,-0.5930557899690949,7.12237070801962e-16,-2.3540815211680726,0.7875137860115142,0.0,0.5900945358495289,0.0,-0.12556993800372301,0.0,2.2057449802255785e-17,0.0,0.02081906756510602,-0.06225673282116077,-0.0621816307681335,0.020819067565105973,-0.0622567328211607,-0.0621816307681335,0.14984104257716013,-0.09117362975107693,-0.038997557128182495,0.14984104257716024,-0.09117362975108165,-0.0389975571281827,0,2.5,2.5,3.528087088124298
0.400,pid_ff,soft_start,0.0106985232957869,-2.838949223625862e-08,1.3918365350582982,-5.637171036399925e-17,-0.30267179739233396,3.14159,-5.036273136429673e-15,-0.5247158942782388,4.9247346889313433e-17,-2.354050194988491,0.7875451121910952,0.0,0.5918365350582981,0.0,-0.12767179739233397,0.0,5.637171036399925e-17,0.0,0.02134934830736705,-0.06384826662718925,-0.06377342366057773,0.021349348307367,-0.06384826662718916,-0.06377342366057773,0.1492900052733374,-0.09144680326936591,-0.03979961504663658,0.14929000527333636,-0.09144680326934448,-0.039799615046633346,0,2.5,2.5,3.5279770384554996
0.404,pid_ff,soft_start,0.010847195123710062,-2.8784006280723484e-08,1.3935077073101796,8.37305113450747e-18,-0.3045740772626918,3.14159,7.67385460668166e-15,-0.4748920990044451,-3.1176564465924515e-16,-2.3540203321382855,0.7875749750413004,0.0,0.5935077073101795,0.0,-0.12957407726269182,0.0,-8.37305113450747e-18,0.0,0.0218864212498258,-0.06546018589203317,-0.06538560533039427,0.02188642124982575,-0.06546018589203309,-0.06538560533039427,0.14873086003916403,-0.09187387986524775,-0.040782442981650444,0.14873086003916727,-0.09187387986524374,-0.04078244298165103,0,2.5,2.5,3.527872139114956
0.408,pid_ff,soft_start,0.010989591414694057,-2.9161867624490387e-08,1.3951079589379745,2.5802778353559755e-17,-0.30631367669805665,3.14159,5.016489380000174e-15,-0.43427993923131963,-1.0539220206659647e-15,-2.3539917281538174,0.7876035790257685,0.0,0.5951079589379744,0.0,-0.13131367669805666,0.0,-2.5802778353559755e-17,0.0,0.022430251253057244,-0.06709238515158948,-0.06701807029631153,0.022430251253057195,-0.0670923851515894,-0.06701807029631153,0.14801638323645927,-0.09220515586853431,-0.04174073388559593,0.14801638323646107,-0.09220515586851898,-0.04174073388559598,0,2.5,2.5,3.527771670595382
0.412,pid_ff,soft_start,0.011126151260795794,-2.9524241437995398e-08,1.3966370746678347,6.595001373264681e-17,-0.307908016182546,3.14159,4.7482032902189605e-15,-0.39801669994799554,-1.1037437326224274e-15,-2.3539642950400577,0.7876310121395287,0.0,0.5966370746678347,0.0,-0.132908016182546,0.0,-6.595001373264681e-17,0.0,0.022980801712611496,-0.06874475454476989,-0.06867070867935689,0.022980801712611448,-0.0687447545447698,-0.06867070867935689,0.14719557591104743,-0.09270873365034192,-0.042833369612187776,0.14719557591105112,-0.09270873365035472,-0.04283336961218777,0,2.5,2.5,3.5276753227244577
0.416,pid_ff,soft_start,0.011257042922067308,-2.987157421473348e-08,1.3980948065093595,3.4771832915140707e-17,-0.309365661625104,3.14159,4.063377881509821e-15,-0.36389189016232953,-1.1115014435533097e-15,-2.353937999185089,0.7876573079944968,0.0,0.5980948065093594,0.0,-0.134365661625104,0.0,-3.4771832915140707e-17,0.0,0.023538034575950564,-0.0704171798643332,-0.07034340625369732,0.023538034575950516,-0.07041717986433312,-0.07034340625369732,0.14619577905586106,-0.09328086377240384,-0.04398938106396231,0.146195779055859,-0.09328086377241337,-0.04398938106396249,0,2.5,2.5,3.527582976453266
0.420,pid_ff,soft_start,0.01138227710692431,-3.0203894370267625e-08,1.3994808998558663,5.83948075465017e-17,-0.310689991421729,3.14159,-1.7455732466169538e-16,-0.33061047901471524,-5.285225666706971e-16,-2.3539128386162345,0.7876824685633519,0.0,0.5994808998558663,0.0,-0.135689991421729,0.0,-5.83948075465017e-17,0.0,0.024101910359385012,-0.07210954260771746,-0.0720360444974798,0.024101910359384967,-0.07210954260771738,-0.0720360444974798,0.14501699200268847,-0.09397419773843896,-0.04524183888618551,0.14501699200268262,-0.0939741977384459,-0.045241838886185735,0,2.5,2.5,3.527494623910431
0.424,pid_ff,soft_start,0.011501778450840475,-3.052100191728659e-08,1.4007951018375706,8.812535319666339e-17,-0.3118817233916207,3.14159,-1.1690350699262231e-16,-0.29750826982313877,-6.316037355698525e-16,-2.353888828646695,0.7877064785328916,0.0,0.6007951018375706,0.0,-0.1368817233916207,0.0,-8.812535319666339e-17,0.0,0.024672388165010724,-0.07382172002787227,-0.07374850064367186,0.024672388165010675,-0.07382172002787218,-0.07374850064367186,0.14363905961452558,-0.09475439575343467,-0.04656491616390659,0.14363905961452386,-0.0947543957534286,-0.04656491616390664,0,2.5,2.5,3.5274103179610874
0.428,pid_ff,soft_start,0.011615415665431422,-3.08225484693377e-08,1.4020371616543932,1.0678551186581634e-16,-0.3129398673105783,3.14159,1.0584758655514812e-14,-0.26415886006380446,-1.88660937164404e-16,-2.353865995821615,0.7877293113579711,0.0,0.6020371616543931,0.0,-0.13793986731057833,0.0,-1.0678551186581634e-16,0.0,0.025249425697645506,-0.07555358518409068,-0.07548064773090185,0.025249425697645458,-0.0755535851840906,-0.07548064773090185,0.1420663925571698,-0.09562924356073152,-0.04795881279495109,0.1420663925571674,-0.09562924356073868,-0.04795881279494779,0,2.5,2.5,3.5273301509309656
